portrait,time,thread_id
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,7/10/2017 08:12:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,7/10/2017 19:18:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,7/10/2017 19:22:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,7/10/2017 19:26:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,7/10/2017 19:29:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,7/10/2017 19:36:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,7/10/2017 19:43:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,7/10/2017 21:34:00,5327130076.0
tb.1.56daa51b.6yYklVRWkMWCJbGaGGllXA,8/10/2017 10:59:00,5329109898.0
tb.1.a1d3e178.dzvW8pVhRYOGbvaPX9s5Yw,8/10/2017 18:07:00,5361824587.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,8/10/2017 22:52:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,9/10/2017 20:03:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,11/10/2017 19:20:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,13/10/2017 22:06:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,14/10/2017 21:14:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,20/10/2017 16:19:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,25/10/2017 16:59:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,29/10/2017 09:25:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,29/10/2017 09:25:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,29/10/2017 09:26:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,29/10/2017 14:54:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,29/10/2017 14:56:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,29/10/2017 15:08:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,29/10/2017 21:20:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,30/10/2017 20:55:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,30/10/2017 20:57:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,30/10/2017 21:01:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,30/10/2017 21:03:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,30/10/2017 21:08:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,30/10/2017 21:12:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,30/10/2017 21:17:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 18:38:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 18:41:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 18:42:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 20:28:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 20:28:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 20:29:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 20:30:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 20:35:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 20:38:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 20:43:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 20:47:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 20:49:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 20:52:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 20:55:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 20:57:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 21:00:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 21:07:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 21:09:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 21:09:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 21:10:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 21:21:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,4/11/2017 22:16:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,5/11/2017 09:08:00,5327130076.0
tb.1.7e5702f2.oy04Z-_sjixaWkmd0vTYSA,5/11/2017 09:56:00,5355185933.0
tb.1.7e5702f2.oy04Z-_sjixaWkmd0vTYSA,5/11/2017 09:59:00,5355185933.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,6/11/2017 20:04:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,6/11/2017 20:11:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,6/11/2017 20:34:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,6/11/2017 20:41:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,6/11/2017 22:00:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,8/11/2017 17:26:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,9/11/2017 18:12:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,9/11/2017 18:40:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,10/11/2017 16:25:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,10/11/2017 16:30:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,10/11/2017 16:32:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,10/11/2017 18:16:00,5327130076.0
tb.1.d6698781.MNQWWfLmOUlWajrRL6IGLg,10/11/2017 19:57:00,5330734116.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,11/11/2017 07:04:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,11/11/2017 07:05:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,12/11/2017 13:27:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,13/11/2017 19:14:00,5327130076.0
tb.1.875e160f.XfmWeygETBlg2XjNTmfbVg,13/11/2017 22:22:00,5381200130.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,14/11/2017 16:58:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,14/11/2017 16:58:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,14/11/2017 16:59:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,14/11/2017 16:59:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,14/11/2017 18:52:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,14/11/2017 19:13:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,14/11/2017 19:41:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,14/11/2017 19:42:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,15/11/2017 17:16:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,15/11/2017 17:17:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,15/11/2017 17:17:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,15/11/2017 17:18:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,15/11/2017 17:19:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,15/11/2017 17:20:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,15/11/2017 17:20:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,15/11/2017 17:21:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,16/11/2017 00:38:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,17/11/2017 19:14:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,17/11/2017 19:17:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,17/11/2017 19:18:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,18/11/2017 16:59:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,18/11/2017 19:02:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,18/11/2017 19:05:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,18/11/2017 19:09:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,18/11/2017 21:40:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,18/11/2017 21:49:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,19/11/2017 08:29:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,19/11/2017 08:32:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,19/11/2017 08:32:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,19/11/2017 08:36:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,19/11/2017 19:06:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,19/11/2017 20:23:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,19/11/2017 20:25:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,19/11/2017 21:24:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,22/11/2017 17:59:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,22/11/2017 18:01:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,22/11/2017 18:03:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,22/11/2017 18:07:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,22/11/2017 18:10:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,22/11/2017 18:14:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,22/11/2017 18:21:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,22/11/2017 18:25:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,23/11/2017 17:59:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,23/11/2017 19:15:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,23/11/2017 21:29:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,23/11/2017 21:30:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,23/11/2017 21:34:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,23/11/2017 21:40:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,23/11/2017 21:41:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,24/11/2017 15:36:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,24/11/2017 15:38:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,25/11/2017 07:34:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,25/11/2017 15:10:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,25/11/2017 15:10:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,25/11/2017 15:10:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,25/11/2017 15:11:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,25/11/2017 20:01:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,25/11/2017 20:02:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,25/11/2017 20:07:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,25/11/2017 20:52:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,26/11/2017 09:09:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,26/11/2017 13:58:00,5327130076.0
tb.1.f442a1e8.BKrcNsydg9ZP3dYAqRYCEA,26/11/2017 23:24:00,5453787234.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,29/11/2017 18:11:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,29/11/2017 18:15:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,29/11/2017 21:14:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,29/11/2017 21:18:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,2/12/2017 09:19:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,2/12/2017 09:20:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,3/12/2017 15:19:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,3/12/2017 15:44:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,3/12/2017 15:45:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,3/12/2017 15:47:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,5/12/2017 19:37:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,5/12/2017 19:38:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,5/12/2017 19:39:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,7/12/2017 17:44:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,7/12/2017 17:44:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,8/12/2017 18:53:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,9/12/2017 22:50:00,5327130076.0
tb.1.38d5acf4.VXTZdtwZUKbIuUpvKSWsYQ,10/12/2017 12:53:00,5470606382.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,10/12/2017 12:54:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,10/12/2017 17:07:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,10/12/2017 17:08:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,10/12/2017 17:09:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,10/12/2017 17:11:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,10/12/2017 17:11:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,10/12/2017 17:15:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,10/12/2017 17:19:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,10/12/2017 17:21:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,10/12/2017 18:22:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,11/12/2017 21:33:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,14/12/2017 19:55:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,14/12/2017 19:55:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,14/12/2017 19:56:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,14/12/2017 21:08:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,15/12/2017 17:07:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,16/12/2017 08:04:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,19/12/2017 18:16:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,20/12/2017 18:20:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,20/12/2017 18:21:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,20/12/2017 18:23:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,21/12/2017 20:35:00,5327130076.0
tb.1.f442a1e8.BKrcNsydg9ZP3dYAqRYCEA,21/12/2017 23:08:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,22/12/2017 18:14:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,22/12/2017 18:16:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,22/12/2017 18:19:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,23/12/2017 08:21:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,23/12/2017 08:23:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,24/12/2017 20:20:00,5327130076.0
tb.1.1e7b98bc.3x5ypqrV9-6iUXpVNgbGbw,25/12/2017 17:35:00,5491953221.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,26/12/2017 18:20:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,27/12/2017 19:34:00,5327130076.0
tb.1.56daa51b.6yYklVRWkMWCJbGaGGllXA,28/12/2017 17:12:00,5490037167.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,28/12/2017 18:53:00,5327130076.0
tb.1.9ebd56dd.n54Z4ymwrH-6vUcVClsHDg,29/12/2017 15:00:00,4796236141.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,30/12/2017 23:26:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,1/1/2018 00:20:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,1/1/2018 17:05:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,1/1/2018 17:06:00,5327130076.0
tb.1.72cf86cc.DVl5nBMzECbF8x1CVBQKEA,1/1/2018 17:39:00,5327130076.0
tb.1.72cf86cc.DVl5nBMzECbF8x1CVBQKEA,1/1/2018 17:40:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,1/1/2018 20:04:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,1/1/2018 20:05:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,1/1/2018 20:06:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,1/1/2018 20:07:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,3/1/2018 21:51:00,5327130076.0
tb.1.de2cb2eb.wXbuWzhdu_JerrTJSVp87g,15/1/2018 21:00:00,5517123110.0
tb.1.de2cb2eb.wXbuWzhdu_JerrTJSVp87g,15/1/2018 21:00:00,5517123110.0
tb.1.c668be41.k8D_cBKKyXEo4CE97cn_bA,16/1/2018 12:13:00,5517055072.0
tb.1.c668be41.k8D_cBKKyXEo4CE97cn_bA,16/1/2018 12:59:00,5517055072.0
tb.1.84c94396.qVcQKrOrKZpD3pl_5ap5OQ,17/1/2018 16:27:00,5517055072.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,17/1/2018 21:58:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,17/1/2018 21:59:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,17/1/2018 21:59:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,17/1/2018 22:02:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,17/1/2018 22:07:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,17/1/2018 22:08:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,17/1/2018 22:09:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,17/1/2018 22:10:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,18/1/2018 19:11:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,18/1/2018 19:11:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,19/1/2018 17:13:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,20/1/2018 11:40:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,21/1/2018 10:49:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,23/1/2018 21:13:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,23/1/2018 21:14:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,23/1/2018 21:14:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,23/1/2018 21:15:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,24/1/2018 18:02:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,24/1/2018 18:03:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,24/1/2018 19:28:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,24/1/2018 19:29:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,25/1/2018 12:36:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,25/1/2018 12:37:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,25/1/2018 12:37:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,26/1/2018 21:23:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,28/1/2018 08:40:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,28/1/2018 08:41:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,28/1/2018 08:41:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,28/1/2018 08:42:00,5327130076.0
tb.1.3a99277d.fEpu2YiazAlhDuqWrWXgFQ,28/1/2018 13:49:00,5515469592.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,28/1/2018 17:04:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,28/1/2018 17:08:00,5327130076.0
tb.1.3a99277d.fEpu2YiazAlhDuqWrWXgFQ,28/1/2018 17:10:00,5515469592.0
tb.1.332c8d9e.u3T2u_1CfdeOyMQ-FzlFxA,29/1/2018 15:49:00,5515469592.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,29/1/2018 22:47:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,30/1/2018 21:49:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,30/1/2018 21:54:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,30/1/2018 21:55:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,30/1/2018 21:59:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,2/2/2018 14:54:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,2/2/2018 14:58:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,2/2/2018 15:06:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,2/2/2018 17:40:00,5327130076.0
tb.1.f442a1e8.BKrcNsydg9ZP3dYAqRYCEA,2/2/2018 23:37:00,5515469592.0
tb.1.f442a1e8.BKrcNsydg9ZP3dYAqRYCEA,2/2/2018 23:38:00,5515469592.0
tb.1.f442a1e8.BKrcNsydg9ZP3dYAqRYCEA,2/2/2018 23:40:00,5515469592.0
tb.1.f442a1e8.BKrcNsydg9ZP3dYAqRYCEA,2/2/2018 23:44:00,5515469592.0
tb.1.f442a1e8.BKrcNsydg9ZP3dYAqRYCEA,2/2/2018 23:51:00,5515469592.0
tb.1.f442a1e8.BKrcNsydg9ZP3dYAqRYCEA,2/2/2018 23:53:00,5515469592.0
tb.1.f442a1e8.BKrcNsydg9ZP3dYAqRYCEA,2/2/2018 23:59:00,5515469592.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,3/2/2018 00:02:00,5327130076.0
tb.1.225b909b.j-KMbfnKUjVoksaJCqZZ6Q,3/2/2018 00:02:00,5327130076.0
