portrait,content_new
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,她的手术伤口不愈合。万幸医生又重新给她缝合了伤口。可是我母亲最擅长诛心。感觉不止又抑郁症还有被害妄想症。我一直在硬撑可是我的精神压力很大。再也禁不起她再三打压。我选择自救。我选择能愿意帮我一点点的亲戚希望她能帮帮我。我是这么说的。我没有别的任何要求。我只希望能和大姨你说说话就好了。我只是想呼吸一下除了我妈以外别的地方的空气。哪里都可以的。感觉自己好卑微也正是如此吧十几年不来往的大姨同意了。虽然只是聊了不到一小时。我真的已经很开心了。送我们走的时候。大姨拉着我的手对我说。彤彤。你把你妈照顾的这么好。我很满意。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,她是满意了。我爸也满意了。因为都不用她们管啊。我管母亲是应该的。可是每天都戳你心窝子的母亲。你能受的了吗。大姨说我妈就是这样我被戳着戳着就习惯了。要我忍着。呵呵。这说的是人话吗。难道我就不是人。我就不会难过。就得憋着。她的感受才能是感受。我就应该什么都没有什么都不是。每当我反抗我妈就会说。我都病成这样了你还这么对我。我就说。从小你就值得我有心脏病。我每天吃多少药受多少罪才能活下去你都知道。可是你从小在我面前和我爸吵架打架动刀上吊。你什么没干过。就像现在你病着还每天都骂我爸爸。你有考虑过我吗。你是怎么对我得。你让我好过过吗。她立马回嘴说她脾气上来就忍不住。那我就活该受些年的罪活该让你戳我心窝子。我反抗我挣扎我就是不孝顺就是不孝女。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,她不止又抑郁症还有被害妄想症说医生给她伤口里下毒。从昨天十一点出了手术室那嘴就没停过。去了我大姨家还是在说。说。直到现在还在继续。她吃的好就在那躺着养着。我一直在忙碌她那嘴就是停不下来。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,我又练就了一项新技能。以前喝完中药都是要吃一小口糖的。如今。我一口气就能把中药喝下去继续干家务。
tb.1.3fbe0ae.9MjCWOXdUaZwg5ps77urYA,我也想死加个联系方式吧。
tb.1.3fbe0ae.9MjCWOXdUaZwg5ps77urYA,我不怕死怕痛。
tb.1.7fcd57f.Eq7475XsDoAH_YPL8X-DUQ,我只是很难受。就是心情不好的时候。那种无力感。说不出来。感觉浑身难受。特别想自杀和自残。感觉只有疼痛才能让我从那种空空的感觉里出来。但是我下不了手。顶多就是用指甲抓和把手砸墙。太难受了。一点小小的伤心都会让我陷入这种状态。还会哭。就是流眼泪。抽泣。
tb.1.7fcd57f.Eq7475XsDoAH_YPL8X-DUQ,我也怕死。主要是怕疼。只敢掐自己。
tb.1.7fcd57f.Eq7475XsDoAH_YPL8X-DUQ,我会玩。主要是朋友陪我。为了和她一起玩。每天强迫自己上线玩。
tb.1.20222032.fzWfa-y0OR-EyrTBV2acBA,你说的症状我都有。如果造成你得抑郁症的是人。建议你尽快远离他们。可以考虑放弃一些让你不愉快的事情。换一个人生轨迹。可以去旅旅游。去一些视野开阔的地方。心情会好一点。
tb.1.20222032.fzWfa-y0OR-EyrTBV2acBA,我也是。但我一直认为这可能也跟体内湿气太重有关。
tb.1.2956ca61.X9rY02UrbvIZ6d0HPugnlA,兄弟。我的处境和你一模一样。我恐婚了。情绪上来她自己控制不了。我想帮她也帮不上。平时要照顾。就像一个花瓶什么都依赖这我。洗内裤洗碗拖地。洗头也是我吹。平时不舒服要按摩。太累了。听说怀孕抑郁很容易加重。那怎么办啊。我家庭我孩子。万一控制不了一家就毁了。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,今天回去复诊。重缝以后妈妈的伤口愈合的很好。我的身体已经到了努力逼自己硬撑也开始发烧的阶段。我妈。你得赶紧好起来。你生病我吃什么啊我怎么办。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,妈妈的伤口一直反复。昨天回诊我妈把医生骂了个狗血喷头。我捂住嘴不让她就在手术床上挥手踢腿。对医生的怨气很重。结果是我被打了。还得和医生赔礼道歉好话说尽。一切的苦撑都没有换来成效。各方势力碾压我也得活着。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,活着。
tb.1.b0e06cc0.PQvHYrNMVczY_jFEdgMHjQ,。倾诉。早。今天也是美好的一天。
tb.1.dd7be6fe._ngXEfpAmqmdjUYmqvjo6w,我喜欢用温度很高的东西烫自己。烫到不留水泡。但是皮肤很红的时候。然后。可以不停的戳那块烫红的地方。特别酸爽。
tb.1.16b50ae0.SMmkiUjXz8htLndAhIcJfw,从小就这样。慢慢越来越严重。了解抑郁。然后去医院检查出重度抑郁。中途断断续续治疗。现。扛不住了。又跟家人坦白了。家人支持治疗。准备去北大医院试试。看了下挂号就要两百至五百。贵也没办法。越来越严重。希望值这个价。我也想好好的活着。时间太久不知能不能好。实在是不敢离开这个世界。不管多想离开也不能。有人治好的吗。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,吧里的各位早安呀。今天我又要去带妈妈换药了。就是上次我告诉你们的。我妈对他拳脚相向恶语中伤的医生。我今天不知道用什么脸面面对他。可是我妈的伤口恶化又加重了。谁的患者谁负责。我别无他法。我只能继续求着他。可是我怕我忍不住更怕我妈忍不住又骂她。只要我妈能好就行。可是二次缝合还是继续恶化。我不知道该怎么办。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,我妈的病友说我得言谈举止像的人。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,阿姨一定是走眼喽。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,嗯。一样。烦就私自加药这样就能睡着了。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,不想死。可是无数次怀疑人生这般活着不如去死。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,双相吗。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,面壁怀疑人生。
tb.1.b0e06cc0.PQvHYrNMVczY_jFEdgMHjQ,。倾诉。胖虎睡了小时。一直在做梦。醒来也没什么精神。好难过。
tb.1.69fcd029.FRFDW8e26n5VHpot6bgSWg,。倾诉。幼时。父母离异。启蒙时。母亲再婚。有了弟弟。一年级。同学家长找上门。说她指使她同学拿家里的钱。母亲不信她的解释。于是当天晚上她的脚底被露出铁丝的衣架打烂了。第二天。她去问同学。为什么冤枉她。同学说。如果那是我拿的。妈妈就会继续打我。我的手已经肿得吃不了饭了。她没说话。甚至没有哭。几个月后。她母亲找上老师。亲自告发了她是小偷。老师在班上揭发了她的罪行。撤了她班长的职务。有一次。她去向一个同学借书。同学说。我借给你可以。但以后不可以拿别人的钱哦。她应了声。好。二年级发了奖学金。就因为她翻了母亲的包。就被断定是她拿了丢失的奖学金。母亲不信她。直到打到她受不了。她才。承认。是她拿的。她被扯到了学校旁的商铺。母亲说。你不是喜欢偷钱买辣条吃吗。去啊。四年级。她被接到亲身父亲那。生活了几个月。全然陌生的环境。她企图交朋友。向他们倾诉。但始终遭到异样的眼光。那一年。她有了洁癖。别人可以不在乎地坐在地上玩耍。但她不行。别人好友之间可以同喝一杯奶。她不行。连和亲人同用一个杯子都不能忍受。她开始被老师批上不合群的标签。五六年级时。她已经没有难过时可以说话的朋友。同学对她的评价成了。冷漠。毕业后。老师唯独担心她会受人际交往的影响。初一。她企图与人交往。但却发现自己竟已经插不上话了。有的甚至听不懂了。于是。她开始逃避社交。一个人匆匆上下学。匆匆去食堂。回教室。现在。她变得自己都不认识了。别人一个不耐烦的眼神。一点点微不足道的事。她都能崩溃。但几分钟之后又能恢复平静。她敏感。很小的事。都能哭。悲伤到极致时。心就绞痛。冷得不得了。有时甚至要靠大口呼吸来缓解。可怜的是她依然热爱世界。从未有过轻生的念头。她觉得。或许是自己多想了吧。无病呻吟。就发出来。都怀疑自己是不是在卖惨。她可怜。比她苦的多的是。有什么资格抱怨呢。纯粹没事找事。
tb.1.6d9fccd1.6dTdopU-NjSvALnMdOuZRQ,凡真心尝试助人者。没有不帮到自己的。看主页靠谱品牌。
tb.1.9c1e2eed.c8xLIgSAc0CM33siLPmk8Q,。倾诉。抑郁失眠吃药半年。睡眠还是没有感觉。没有困意。有的时候头顶蒙。
tb.1.651b044e.mIGJexpA7lsXhJtZq-u_9A,没有默契。三观也不合。只是对你好。但是说爱的话。有点牵强。爱是让人觉得舒服的东西。比如听你的话。改掉让你不适的行为。看价格什么的。而且你的状态也不好。当然爱情这东西很神奇。感觉很私密。别人体会不深。但是自己可以赴刀山下火海。
tb.1.651b044e.mIGJexpA7lsXhJtZq-u_9A,可以的。你口中的反复不过是情绪拉锯战。真正的反复是指。七八年停药后。过了三年。继续服药。不过就算这样。也在有药物控制。而且比你现在状态好很多。
tb.1.651b044e.mIGJexpA7lsXhJtZq-u_9A,两周后见。
tb.1.651b044e.mIGJexpA7lsXhJtZq-u_9A,生活哪来的意义。意义都是创造的。生个娃。养大了那叫意义。工作有大的贡献才是意义。你所说的意义不过是一个理由。或者摆脱痛苦。不在抑郁汪洋被淹的小船。不过意以是怅然。很舒服。你寻找的是被理解。有人理解你容易情绪化。有人安抚你。也就是被爱。当然被爱需要表达。要是太痛苦。别人脑洞没那么大。估计就跟孤独。
tb.1.651b044e.mIGJexpA7lsXhJtZq-u_9A,结婚生子。好了再说。
tb.1.651b044e.mIGJexpA7lsXhJtZq-u_9A,可以。三天道一次晚安。
tb.1.651b044e.mIGJexpA7lsXhJtZq-u_9A,文飞有个毛用。不如直接整氯氮平。
tb.1.651b044e.mIGJexpA7lsXhJtZq-u_9A,这本书。我也看完了。我觉得作为第二本书。我觉得适合度大一点。比较容易理解。不像有的书很专业化。特别是到了后来看一行用一分钟。这个比较容易理解。
tb.1.651b044e.mIGJexpA7lsXhJtZq-u_9A,抑郁症崩溃还是上不了班。养好了在上。
tb.1.651b044e.mIGJexpA7lsXhJtZq-u_9A,你这是孤独。
tb.1.651b044e.mIGJexpA7lsXhJtZq-u_9A,住院呗。反正在哪不是痛苦。
tb.1.651b044e.mIGJexpA7lsXhJtZq-u_9A,戒断的确很爽。
tb.1.651b044e.mIGJexpA7lsXhJtZq-u_9A,就是重度抑郁可以不住院。加上焦虑必定住院。焦虑使人更加痛苦。像是高潮。抑郁则是苦海。焦虑难撑。抑郁难熬。
tb.1.651b044e.mIGJexpA7lsXhJtZq-u_9A,陪玩。不开语音。专业坑队友。
tb.1.651b044e.mIGJexpA7lsXhJtZq-u_9A,抑郁症却是多了。以前人少不好意思说。现在有真的。有生活挫折也说自己抑郁。
tb.1.651b044e.mIGJexpA7lsXhJtZq-u_9A,实测值多少倍。我当时也就倍。因为情绪低落不足两周没算是抑郁症。
tb.1.a1faa466.gbsAD9jaG7EAyR8p4JkVCQ,减肥是你唯一的出路。既然这么胖就不要这么玻璃心。
tb.1.69fcd029.FRFDW8e26n5VHpot6bgSWg,被偏爱的都有恃无恐。不被偏爱的只能小心翼翼。
tb.1.69fcd029.FRFDW8e26n5VHpot6bgSWg,我就是很难受。说不出来的难受。哭不出来。可是我却几乎没有任何关于抑郁症的症状。我想去咨询心理医生。却怕检查出来没病。只是因为我狭隘。敏感。矫情。没事找事。
tb.1.69fcd029.FRFDW8e26n5VHpot6bgSWg,您可以很轻易地为自己的失信找个理由。您知道的。我可以很容易就原谅您的。可您只是不耐烦地一句话。为什么别人做得。你不行。
tb.1.b0e06cc0.PQvHYrNMVczY_jFEdgMHjQ,。倾诉。胖虎如何成为成功人士。走向人生巅峰。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,我的脖子也长结节了。医生说先保守治疗。下周穿刺。希望是良性的吧。我妈怂了只是啊就怂了那么一会儿。喔对了我舔着脸求的医生不愧是主任。她的伤口这次是真的愈合的很快。只是啊。我还没来的急高兴呢吧。爸爸说要和她离婚。我得内心毫无波澜。就像在谈一件再平常不过的小事。只是我爸离婚就可以解脱。那么我呢。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,什么情感都是需要经营的。责任也一样。撒手不管是不可能的。谁不想要自由呢。可是现实就是如此。我想好活就只能不让父亲挣脱。我也不想可是我更不想永远被关在牢笼里悲哀的死掉。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,我连自己都不会爱。如何去爱你呢。卑微式无私奉献。那这么要求的你又和我这个妈有什么区别。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,没有。让自己麻木就好。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,和意志无关。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,不能物质滥用吧比如沾烟酒和过度依赖镇静药物。
tb.1.ef4a128b.q_8nuwexBSu3hnhPS4xgfw,多希望自己是装的。好想体验一下正常人的快乐是什么样子的。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,医院是最忙的地方。有的人忙着生。有的人忙着死。有的人忙着生不如死。有的人忙着向死而生。你到什么时候才能明白健康最重要。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,习惯就好。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,不会。变得麻木。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,没有。剩一点丙戌酸钠片。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,坚持跑步就够了。
tb.1.3e4107c4.Y2xtPv56TpaP4DukZnAApw,我们一起去报复把我们毁容的人吧。让她们和我们一样痛苦。
tb.1.8854128d.5uA0wB2MF1GjXvMfmzAC5w,我中度抑郁。没吃过药。一直自愈现在好多了。
tb.1.3e4107c4.Y2xtPv56TpaP4DukZnAApw,你还在吗加我微信我也被医生毁容了。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,如果一直活在深渊中逐渐麻木痛苦其实是件奢侈的事。
tb.1.e10a495f.9K4kHD0EGVI2XDu4JHbPoA,或许你很孤独吧但是你一定很温柔。
tb.1.e10a495f.9K4kHD0EGVI2XDu4JHbPoA,没有平凡的人生。永远不要低头做人试着接纳自己与现实吧希望你能够正确面对一切而不是向其低头妥协。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,东莞的吗。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,一粒不行那就一盒。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,我也诊断为双相药被我扔了两次。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,你不是懦弱估计有了家庭有了责任不得不自控情绪。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,思考片刻后确实没有需要正能量的理由。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,刚刚父母谈了离婚事宜就好像在说一件再平常不过的小事一样。我的内心说毫无波澜是不可能的。可是又能如何呢。彼此放过。我支持父亲的决定。只是啊。我的心有些寒有些苍凉亦或是悲伤。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,如果妈妈真得了癌症。爸爸真的会抛弃妈妈不会有片刻犹豫。正因为我是他的女儿吧。他眼睛一转我就知道他在想什么。他接下来几步会怎么做。我全猜对了。可是我又不想猜对。不想面对这血淋淋的事实。夫妻本是同林鸟大难临头各自飞。我害怕自己有一天会嫁给我爸这样的人。我害怕变成我妈妈。我害怕再生下一个我自己。不敢想象。在这行种家庭里成长至今经历种种。还让我如何相信爱情。
tb.1.6be57e9d.F2fkk-Cm6I8V4WL23ex56w,不是一般小女孩。内心沧桑如幕下老人。凡此经历种种皆是命。我认。可我绝不屈服。虽身处深渊也不是某些人能随便亵玩撩骚之人。谢谢安慰。谢绝妄念。感恩。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,有。好闷压力大无希望自暴自弃间中思觉失调情绪失控生无可恋。
tb.1.e804cd5.bww0BuoYWX1Y3aZBeSJoig,感觉无形中有一个漩涡在吸着自己身不由己。滑向深渊。
tb.1.82dad10d.a2fJgk1H6K5fUvWpXSLEXA,抑郁症时间久了你就会疲惫了。慢慢就习惯了。再也挣扎不动了。我是一位患有抑郁症年的病友。希望你能早日康复。
tb.1.82dad10d.a2fJgk1H6K5fUvWpXSLEXA,加油。没有什么比活着更需要勇气了。希望你能早日康复。
tb.1.82dad10d.a2fJgk1H6K5fUvWpXSLEXA,生日快乐。
tb.1.82dad10d.a2fJgk1H6K5fUvWpXSLEXA,有社保光抓药一个月要左右。
tb.1.82dad10d.a2fJgk1H6K5fUvWpXSLEXA,学霸。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,坚持。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,意义有或无有个前提就是人的参与。世界从来只是人与人的。游戏。
tb.1.b0e06cc0.PQvHYrNMVczY_jFEdgMHjQ,。倾诉。胖虎每天多多吃饭。成为优秀的人。
tb.1.82dad10d.a2fJgk1H6K5fUvWpXSLEXA,别怕有我们陪着你了。加油。会好起来的。
tb.1.82dad10d.a2fJgk1H6K5fUvWpXSLEXA,你家人知道你得了这种病吗。我也经常失眠。现在只能靠药物维持睡眠。
tb.1.82dad10d.a2fJgk1H6K5fUvWpXSLEXA,加油。不哭。
tb.1.82dad10d.a2fJgk1H6K5fUvWpXSLEXA,只要你愿意改变明天依旧是崭新的一天。你依旧是个崭新自己。不要拿过去的自己来折磨现在的自己。谁能保证自己的一生不会做一些错事了。向前看未来的路还很长。加油。会好起来的。
tb.1.82dad10d.a2fJgk1H6K5fUvWpXSLEXA,你很善良。虽然在个社会上善良的人总会被一些小人欺负。但是我相信善良的人一定被相对善良的人真诚相待。即是前方的路在难走。你也一定要挺过去。因为这条道路上还有我们陪着你。加油。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,无关紧要的问题。人总会变得渐渐麻木不再期待了。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,楼主。按时服药锻炼照顾好自己。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,建议。回家吧。
tb.1.40be78cd.i6BXJqoQ1pKKu5E_bN5F-w,我家崽崽在月日。突发性死忙。早上出门的时候特别健康。然后去到它最开心的地方坐了一会。突然倒地。我抱着它跑去医院。医生说让它安静走吧。我真的双腿无力。它走的时候没有闭眼。眼神从有神到无神。它真的不想离开这个世界。它才两岁。这一个月来我每天沉醉在它离世那天。不可自拔。特别痛苦。在家对着空气呼喊着它的名字。抱着它骨灰看它活着时候的照片。我很想正常生活。我想念它。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,不知道。至少你结婚了。我每天待在房间带着耳机听歌或发呆反复刷贴不知意义何在。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,没办法。
tb.1.b0e06cc0.PQvHYrNMVczY_jFEdgMHjQ,。倾诉。各位早。今天也是元气满满的一天。胖虎要努力吃饭。努力睡觉。努力做梦。
tb.1.abb9394d.gZnxgnWk0AqtHf1F4XWxyw,会好。就是没钱惹的祸。钱能解决很多事。
tb.1.b3d6465b.fqpMnau-ew-cG5iLm3MyJg,阿姨。好好活。
tb.1.b3d6465b.fqpMnau-ew-cG5iLm3MyJg,你的生活相较于吧里大多数人挺好的了。我只敢呆在自己的房间躺着。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,字多。头晕。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,虽然死了仍旧不能消减我的怨气。否则不会变的性格残缺精神异常。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,痛苦。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,唉。如果可以别喝酒了。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,确实。我的心上人完全没理我只将我当做精神病。
tb.1.5c43725e._UwVxKmhBae41ErbR-VIIg,对不起。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,回家吧或者赶紧找份工作世界就是这么残酷的。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,错的不是我是这个世界。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,无聊啊复制一些段子。别人在等伞而我在等雨停总有一段路要一个人走总有一些事要自己一个人扛。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,今天记了好多句子可惜不能表现了唉。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,人生自是有情痴。此恨不关风与月。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,雾失楼台。月迷津渡。桃源望断无寻处。可堪孤馆闭春寒。杜鹃声里斜阳暮。驿寄梅花。鱼传尺素。砌成此恨无重数。郴江幸自绕郴山。为谁流下潇湘去。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,。漠漠轻寒上小楼。晓阴无赖似穷秋。淡烟流水画屏幽。自在飞花轻似梦。无边丝雨细如愁。宝帘闲挂小银钩。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,不如就承认一下。我们没有那样坚强。也不想那样刀枪不入。我们只是想被温暖地抱一下。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,每晚睡前听你说晚安。是属于我的。最简单而持久的幸福。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,动心的时候万物复苏。什么都奔向欢喜。伤心的时候销声匿迹。什么都归于叹息。两个人有时差。一个人过四季。因为我执意。因为我舍不得。因为看到太多绝望。所以反而看出了希望。我知道你会记得一个个人名。一场场欢乐。一段段哭泣。和一张张无所畏惧前行的笑脸。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,难过时。就抬头看看天空。天空那么宽广。那么辽阔。一定会包容你所有的过错。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,赌是不能沾的。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,孤独者。请分一些沉郁的风给我。掩埋在罅隙里的雨雪漂泊已久。羊群等在不远处。一些脚步。从未停顿。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,我看到一棵古老的橡树。就在那里。蜂鸟写下了树林的秘密。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,他跑着。真好。天真地歪歪扭扭。像一颗石头。人们把它打偏后。还是咕咚一声。滑进了大海。太阳只在峰尖打了个旋儿。大山的胸膛阴凉。他跑着。好像要永无止境地跑下去。尘埃也飞出了苦难。今日即永恒。永恒。就是一个人奔于旷野的背影。他消失了。在草地深处。冬天也只是深一脚浅一脚。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,尽管那座山还在咳嗽。那片云还在埋怨天空。我却再也不想向谁摇头或者点头。我的耳朵早就不会捕捉了。就像那些撤去网线的蜘蛛。我每天等待的只是一些雨露。希望它们能为我清扫出一条回到过去的路。癞蛤蟆早就在天鹅的故事里沉沉睡去。我很奇怪为什么还能在半夜的梦呓里。听到他不紧不慢的咳嗽。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,楼主你和我一样。情绪无法形容快乐或痛苦似乎多了一个人格反复转换。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,喝酒吧。你比好多人幸福多了能躺个几年没有问题家里肯定是有点钱的。不像我过段时间必须强迫自己找工作。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,我的性格和你相似总是希望依赖希望索取温暖依赖女性进行弥补然而这被视为无能表现。暂时我还无法改变现状。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,高中未毕业不就是个因变量么家庭或别的出现点问题吧。直接谈就业那么就问题本末倒置治标不治本了。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,你还年轻想什么死啊。
tb.1.b0e06cc0.PQvHYrNMVczY_jFEdgMHjQ,。倾诉。这辈子不能成为成功人士。一定会很憋屈吧。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,你说话题。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,哦。骂你去跳楼吧。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,躁狂就好了不怕死的你去跳楼吧。
tb.1.3b669eef.Ix9YbIn7Nb6OkQQ2w07e2A,。倾诉。不论生活把自己打成什么样子。背后总有把你喊醒的声音。
tb.1.5c43725e._UwVxKmhBae41ErbR-VIIg,你如果还活着能看见的话就来天津找我。你登一下QQ就能联系上我。你要是还想死。就过来把命给我我告诉你怎么活。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,真话是目前丧失劳动能力我需要花心思了解社保的相关的咨询。
tb.1.82dad10d.a2fJgk1H6K5fUvWpXSLEXA,不要尝试去改变什么。你已经很优秀了。接受现在的自己。你会变得更好。我的爸爸妈妈也很强势。对我的管教非常严格。在学校里我只能扮演着好孩子的角色。只要犯一丁点的错误就是一顿责罚。所以我是一个被父母从小打到大的孩子。那时候想着要是自己要是有个弟弟妹妹那该有好了。至少也能帮我分担一些责罚。直到我上了初中以后父母才渐渐的很少责罚我了。现在想想父母所做的一切都是为了我好。他们是怕我步入社会以后会误入歧途。虽然方法有些过激了。
tb.1.82dad10d.a2fJgk1H6K5fUvWpXSLEXA,不要尝试去改变什么。你已经很优秀了。接受现在的自己。你会变得更好。我的爸爸妈妈也很强势。对我的管教非常严格。在学校里我只能扮演着好孩子的角色。只要犯一丁点的错误就是一顿责罚。所以我是一个被父母从小打到大的孩子。那时候想着要是自己要是有个弟弟妹妹那该有好了。至少也能帮我分担一些责罚。直到我上了初中以后父母才渐渐的很少责罚我了。现在想想父母所做的一切都是为了我好。他们是怕我步入社会以后会误入歧途。虽然方法有些过激了。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,处对象吧。
tb.1.446757ec.AgPQ03Fuk8eNzHU0vNa9bg,我的梦想是漫画家。孩纸。一切都会好的。我们的目标都一样的。
tb.1.446757ec.AgPQ03Fuk8eNzHU0vNa9bg,。倾诉。曾经我也是这样。不过好在我走出来了。
tb.1.b0e06cc0.PQvHYrNMVczY_jFEdgMHjQ,。倾诉。生活没有希望。梦里更加美好。
tb.1.936edc7a.5e5tB6jA-9KVqM1XUl3PnQ,。倾诉。今年了。年年底确诊。现在整夜整夜睡不着。吃不下饭。一吃就恶心。集中不了注意力。有人稍微对我有点凶。我就能哭一天。好累啊。真的好想放弃。
tb.1.68a925ef.a1ZZgSnHCZqLuFPwtISxqQ,。倾诉。需要去医院吗。
tb.1.68a925ef.a1ZZgSnHCZqLuFPwtISxqQ,最近几天我察觉到自己身体的变化。我每天睡的都很晚。但是之前即使不是特别困也可以安然入睡。现在却不行。反反复复的辗转反侧。夜不能寐。一闭眼眼前浮现出各种各样的清零。有好有坏。有悲有喜。在或者。每天醒来都会闷闷不乐。不知为何总是莫名的不开心。
tb.1.b0e06cc0.PQvHYrNMVczY_jFEdgMHjQ,。倾诉。梦到了许多成功人士。胖虎和他们是朋友。很开心。
tb.1.7ceb4216.7qz6hLqkUgbGmX0ceEld_A,去医院开点药吧。
tb.1.74e5fc29.AA1Vr9AJVzgrlXUKD3ACKg,我也是跟你差不多情况。怀疑自己有抑郁症但又不确定。因为自己不会一天到晚都很难过。从小学。年级开始有轻生的想法。最严重的时候是今年寒假延长上网课期间。整天浑浑噩噩。浑身上下都没力气。什么事情都不想做。学不进去。有时候会感觉胸闷呼吸不上来。自从上网课每天起床都腰酸背痛。软的硬的床都睡过了还是难受。也不知道是怎么回事。但是我不失眠。就是一觉睡到天亮还是困。巴不得睡个三天三夜。胃口变大。一下子胖了多斤。有时候吃早饭会感觉恶心。从小学就这样了。我也尝试跟父母讲自己有抑郁症。我一开始跟我爸讲。因为他脾气好。不会讲我一天胡思乱讲。我就跟他说自己一天什么事情也不想干。学也学不进去。怀疑自己有抑郁症。唯独没跟他讲自己有自杀的念头。想先试探一下。结果我爸跟我说这没什么的。他小时候也这样。说我是因为刚上初中学习压力大。过一些日子。多放松心情就会好了。之后我就再也没提起这件事情。直到现在也没有告诉他们。希望自己会慢慢好起来吧。
